,state,District,YEAR,MURDER,ATTEMPT TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,person,Male,Female,growthinpopulation,rural,urban,STPop,Personlit_rate,Mlit_Rate,Flit_Rate,Totalworkers,Mainworkers,Marginal workers,Nonworkers,Religion1,religion1 population,Religion2,Religion2 Population,religion3name,religion3poulation,inhabitadevillages,drinkingwater,electricity,primary school,Medical facility
1993,assam,kamrup,2012.0,48,11,54,0,54,121,107,14,5,70,0,172,0,2522324,1326981,1195343,25.75,1614107,901.0,250393,74.16,81.16,66.31,842253,697810,144443,1680071,1.Hindus,1836153,2.Muslims,625002,3.Christians,44257,1342.0,1342.0,1042.0,1190.0,468
1994,assam,karimganj,2012.0,36,22,32,0,32,85,85,0,11,4,0,262,0,1007976,517680,490296,21.35,934126,947.0,2901,66.24,74.69,57.28,303294,235016,68278,704682,1.Hindus,527214,2.Muslims,470708,3.Christians,8746,915.0,915.0,639.0,865.0,224
1995,assam,kokrajhar,2012.0,110,42,27,0,27,90,65,25,3,31,0,84,2,905764,466191,439573,15.05,841823,943.0,304985,51.63,60.32,42.4,334849,234771,100078,570915,1.Hindus,594168,2.Muslims,184441,3.Christians,124270,951.0,951.0,704.0,906.0,211
1996,assam,lakhimpur,2012.0,37,10,62,0,62,128,97,31,0,25,0,19,0,889010,455691,433319,18.34,823857,951.0,208864,68.56,77.06,59.59,497745,288052,209693,391265,1.Hindus,702881,2.Muslims,143505,3.Christians,36667,1139.0,1139.0,680.0,1046.0,211
1997,assam,nagaon,2012.0,74,86,173,0,173,351,348,3,10,245,3,875,0,2314629,1190950,1123679,22.3,2036342,944.0,89394,61.73,68.27,54.74,727641,566195,161446,1586988,1.Hindus,1180267,2.Muslims,1106354,3.Christians,21473,1375.0,1374.0,1190.0,1257.0,480
1998,assam,nalbari,2012.0,22,3,34,0,34,101,89,12,3,83,0,131,0,1148824,592375,556449,11.98,1121338,939.0,202577,67.23,76.56,57.26,383932,291665,92267,764892,1.Hindus,873749,2.Muslims,253842,3.Christians,18495,798.0,798.0,733.0,769.0,179
1999,assam,sibsagar,2012.0,71,60,78,0,78,168,153,15,5,134,0,269,0,1051736,545476,506260,15.95,954557,928.0,41533,74.47,81.53,66.81,430523,287319,143204,621213,1.Hindus,927706,2.Muslims,85761,3.Christians,28488,866.0,866.0,772.0,825.0,317
2000,assam,sonitpur,2012.0,91,41,97,0,97,241,220,21,11,39,0,124,0,1681513,871568,809945,17.8,1505719,929.0,195083,59.0,67.54,49.73,634723,465283,169440,1046790,1.Hindus,1287646,2.Muslims,268078,3.Christians,115623,1784.0,1784.0,1331.0,1372.0,235
2001,assam,tinsukia,2012.0,86,32,64,0,64,160,142,18,1,43,0,137,0,1150062,601099,548963,19.52,926105,913.0,67234,60.95,70.15,50.78,466351,349847,116504,683711,1.Hindus,1029142,2.Muslims,62403,3.Christians,40000,1107.0,1107.0,871.0,936.0,198
2002,bihar,araria,2012.0,81,107,53,0,53,122,78,44,21,8,7,32,0,2158608,1128105,1030503,31.84,2026257,913.0,29423,35.01,46.38,22.37,853445,657446,195999,1305163,1.Hindus,1263766,2.Muslims,887972,3.Jains,2504,713.0,713.0,129.0,552.0,60
2003,bihar,aurangabad,2012.0,89,192,22,0,22,71,58,13,27,2,0,110,0,2013055,1040945,972110,30.19,1842998,934.0,1640,57.03,71.13,41.9,671011,476390,194621,1342044,1.Hindus,1814612,2.Muslims,196030,3.Religion not stated,1161,1739.0,1739.0,527.0,1148.0,270
2004,bihar,begusarai,2012.0,120,261,11,0,11,143,113,30,27,0,0,79,0,2349366,1228874,1120492,29.11,2241743,912.0,1505,47.98,59.13,35.64,746075,571564,174511,1603291,1.Hindus,2033039,2.Muslims,313713,3.Religion not stated,1224,729.0,729.0,457.0,503.0,167
2005,bihar,bhagalpur,2012.0,99,77,31,0,31,132,106,26,24,0,4,119,0,2423172,1291658,1131514,27.24,1970745,876.0,55545,49.5,59.22,38.13,855345,580731,274614,1567827,1.Hindus,1990976,2.Muslims,423246,3.Christians,1853,935.0,935.0,445.0,642.0,229
2006,bihar,bhojpur,2012.0,71,121,9,0,9,74,69,5,38,0,0,56,0,2243144,1179611,1063533,24.58,1930730,902.0,8337,58.96,74.29,41.8,653811,491916,161895,1589333,1.Hindus,2076589,2.Muslims,163193,3.Religion not stated,913,999.0,999.0,247.0,885.0,133
2007,bihar,darbhanga,2012.0,78,407,44,0,44,207,150,57,34,0,1,377,0,3295789,1722189,1573600,30.85,3028441,914.0,841,44.33,56.72,30.78,1028558,761464,267094,2267231,1.Hindus,2543284,2.Muslims,748971,3.Religion not stated,2245,1083.0,1083.0,490.0,850.0,271
2008,bihar,gaya,2012.0,153,39,35,0,35,154,120,34,53,0,0,92,0,3473428,1792163,1681265,30.19,2997479,938.0,2945,50.45,63.27,36.66,1277639,994459,283180,2195789,1.Hindus,3063841,2.Muslims,403439,3.Religion not stated,1622,2680.0,2680.0,539.0,1635.0,278
2009,bihar,gopalganj,2012.0,103,37,20,0,20,135,89,46,43,0,0,190,0,2152638,1075710,1076928,26.11,2022048,1001.0,6157,47.48,62.96,32.16,641672,466811,174861,1510966,1.Hindus,1784275,2.Muslims,367219,3.Religion not stated,850,1383.0,1383.0,439.0,866.0,261
2010,bihar,jehanabad,2012.0,46,12,8,0,8,47,41,6,24,0,0,37,0,1514315,784946,729369,28.64,1402703,929.0,1313,55.26,70.07,39.37,580905,422789,158116,933410,1.Hindus,1389053,2.Muslims,124149,3.Religion not stated,743,856.0,856.0,219.0,672.0,123
2011,bihar,katihar,2012.0,91,94,73,0,73,137,112,25,24,1,1,111,0,2392638,1246872,1145766,30.91,2174361,919.0,140418,35.09,45.31,23.8,898326,664259,234067,1494312,1.Hindus,1363523,2.Muslims,1017495,3.Christians,4994,1290.0,1290.0,277.0,785.0,248
2012,bihar,khagaria,2012.0,65,72,18,0,18,53,34,19,12,0,0,41,0,1280354,679267,601087,29.32,1204027,885.0,332,41.35,51.82,29.35,467240,333262,133978,813114,1.Hindus,1147346,2.Muslims,131441,3.Others,546,241.0,241.0,114.0,220.0,124
2013,bihar,kishanganj,2012.0,39,0,32,0,32,72,71,1,19,0,0,50,0,1296348,669552,626796,31.5,1167340,936.0,47116,31.09,42.71,18.63,417151,359819,57332,879197,1.Muslims,876105,2.Hindus,412995,3.Christians,2856,730.0,730.0,116.0,442.0,120
2014,bihar,madhepura,2012.0,56,130,31,0,31,77,56,21,15,0,2,46,0,1526646,797180,729466,29.45,1458679,915.0,9295,36.07,48.8,22.11,683976,498367,185609,842670,1.Hindus,1351978,2.Muslims,173605,3.Religion not stated,494,384.0,384.0,168.0,311.0,141
2015,bihar,madhubani,2012.0,77,71,31,0,31,191,163,28,27,0,0,195,0,3575281,1840997,1734284,26.08,3450736,942.0,1260,41.97,56.79,26.25,1227723,877412,350311,2347558,1.Hindus,2930501,2.Muslims,641579,3.Religion not stated,1477,1034.0,1034.0,437.0,901.0,232
2016,bihar,munger,2012.0,68,32,9,0,9,65,49,16,8,1,0,40,0,1137797,607730,530067,20.34,819950,872.0,18060,59.47,69.89,47.4,331451,233688,97763,806346,1.Hindus,1045233,2.Muslims,89791,3.Christians,1135,525.0,525.0,321.0,382.0,149
2017,bihar,muzaffarpur,2012.0,198,611,34,0,34,279,220,59,83,0,0,80,3,3746714,1951466,1795248,26.74,3398361,920.0,3472,47.95,59.1,35.81,1139830,895830,244000,2606884,1.Hindus,3168225,2.Muslims,573951,3.Religion not stated,2104,1725.0,1725.0,1021.0,1423.0,526
2018,bihar,nalanda,2012.0,114,75,11,0,11,113,85,28,79,7,1,116,0,2370528,1238599,1131929,18.64,2016899,914.0,970,53.19,66.44,38.58,903144,700007,203137,1467384,1.Hindus,2191552,2.Muslims,176871,3.Religion not stated,888,1000.0,1000.0,366.0,879.0,198
2019,bihar,patna,2012.0,356,86,49,0,49,376,300,76,97,19,1,377,0,4718592,2519942,2198650,30.17,2757060,873.0,9236,62.92,73.34,50.83,1425647,1161984,263663,3292945,1.Hindus,4333556,2.Muslims,366164,3.Christians,8951,1288.0,1288.0,615.0,1199.0,390
2020,bihar,rohtas,2012.0,132,214,26,0,26,130,94,36,44,15,0,92,0,2450748,1283485,1167263,27.71,2123942,909.0,25663,61.29,75.31,45.71,744183,544731,199452,1706565,1.Hindus,2199049,2.Muslims,246760,3.Sikhs,2549,1710.0,1710.0,493.0,1185.0,153
2021,bihar,saharsa,2012.0,53,198,16,0,16,95,76,19,10,0,0,72,0,1508182,789432,718750,33.03,1383015,910.0,4642,39.08,51.66,25.27,589467,411566,177901,918715,1.Hindus,1289364,2.Muslims,217922,3.Christians,437,441.0,441.0,127.0,374.0,63
2022,bihar,samastipur,2012.0,99,241,24,0,24,131,112,19,34,0,0,114,0,3394793,1760692,1634101,25.63,3271338,928.0,3362,45.13,57.59,31.67,1071974,843356,228618,2322819,1.Hindus,3035755,2.Muslims,355897,3.Religion not stated,1432,1122.0,1122.0,674.0,878.0,195
2023,bihar,saran,2012.0,128,289,23,0,23,178,137,41,74,0,0,138,0,3248701,1652661,1596040,26.37,2950064,966.0,6667,51.8,67.3,35.82,860940,644618,216322,2387761,1.Hindus,2909213,2.Muslims,337767,3.Religion not stated,758,1566.0,1566.0,544.0,1213.0,342
2024,bihar,sitamarhi,2012.0,97,35,20,0,20,167,143,24,30,0,0,100,0,2682720,1417611,1265109,32.58,2529407,892.0,1786,38.46,49.36,26.13,855156,714136,141020,1827564,1.Hindus,2111476,2.Muslims,568992,3.Religion not stated,1237,802.0,802.0,302.0,709.0,216
2025,bihar,siwan,2012.0,112,55,20,0,20,193,166,27,64,2,0,101,0,2714349,1336283,1378066,24.78,2564860,1031.0,13822,51.65,67.26,36.88,730437,511578,218859,1983912,1.Hindus,2218632,2.Muslims,494176,3.Religion not stated,899,1438.0,1438.0,441.0,1119.0,254
2026,bihar,vaishali,2012.0,122,153,20,0,20,223,171,52,62,1,0,196,0,2718421,1415603,1302818,26.39,2531766,920.0,3068,50.49,63.23,36.58,782717,624452,158265,1935704,1.Hindus,2457636,2.Muslims,259158,3.Religion not stated,922,1414.0,1414.0,970.0,929.0,154
2027,chhattisgarh,bilaspur,2012.0,74,42,47,0,47,33,28,5,10,169,11,95,0,1998355,1013875,984480,17.59,1511661,971.0,397104,63.51,78.43,48.17,857577,630504,227073,1140778,1.Hindus,1904580,2.Muslims,45342,3.Others,19325,1579.0,1545.0,1494.0,1426.0,452
2028,chhattisgarh,durg,2012.0,52,44,91,0,91,55,47,8,9,178,25,111,0,2810436,1417893,1392543,16.88,1738127,982.0,348801,75.62,86.43,64.64,1162833,965624,197209,1647603,1.Hindus,2654202,2.Muslims,70398,3.Sikhs,23399,1776.0,1762.0,1737.0,1698.0,669
2029,chhattisgarh,raigarh,2012.0,61,41,69,0,69,15,14,1,6,81,8,55,0,1265529,634597,630932,18.68,1096073,994.0,447703,70.16,82.7,57.62,601564,430725,170839,663965,1.Hindus,1212180,2.Christians,36098,3.Muslims,12637,1433.0,1410.0,1385.0,1350.0,279
2030,chhattisgarh,raipur,2012.0,56,46,111,0,111,22,14,8,8,148,38,109,0,3016930,1523925,1493005,18.97,2099312,980.0,365273,68.51,81.97,54.81,1264663,961507,303156,1752267,1.Hindus,2881933,2.Muslims,77963,3.Christians,16857,2124.0,2101.0,1955.0,1987.0,696
2031,chhattisgarh,rajnandgaon,2012.0,45,29,31,0,31,9,7,2,3,52,7,17,0,1283224,634342,648882,17.7,1051577,1023.0,341688,77.21,87.17,67.55,649401,558996,90405,633823,1.Hindus,1215492,2.Buddhists,28020,3.Muslims,21035,1605.0,1595.0,1550.0,1484.0,343
2032,gujarat,amreli,2012.0,18,19,10,0,10,80,75,5,0,20,7,146,0,1393918,701593,692325,6.45,1080960,987.0,3256,66.09,76.44,55.78,600819,470043,130776,793099,1.Hindus,1307460,2.Muslims,83077,3.Jains,2309,615.0,614.0,615.0,614.0,383
2033,gujarat,anand,2012.0,25,24,9,0,9,56,53,3,0,22,1,188,0,1856872,972000,884872,13.03,1348901,910.0,22835,74.51,86.09,61.94,784711,617669,167042,1072161,1.Hindus,1616127,2.Muslims,199263,3.Christians,29461,350.0,350.0,350.0,350.0,301
2034,gujarat,bharuch,2012.0,42,12,12,0,12,28,22,6,0,19,1,0,0,1370656,713676,656980,19.32,1018096,921.0,444043,74.41,82.98,65.11,570693,469551,101142,799963,1.Hindus,1059796,2.Muslims,293459,3.Christians,8824,657.0,657.0,656.0,644.0,403
2035,gujarat,bhavnagar,2012.0,46,23,13,0,13,105,96,9,0,30,42,221,0,2469630,1274920,1194710,19.29,1534592,937.0,7298,66.2,78.02,53.73,944559,781166,163393,1525071,1.Hindus,2264062,2.Muslims,172740,3.Jains,28921,790.0,790.0,789.0,786.0,526
2036,gujarat,gandhinagar,2012.0,23,4,20,0,20,29,26,3,0,10,1,159,0,1334455,697999,636456,23.88,867195,912.0,17681,76.59,87.74,64.58,554336,467413,86923,780119,1.Hindus,1269766,2.Muslims,50559,3.Jains,7769,291.0,291.0,291.0,290.0,244
2037,gujarat,jamnagar,2012.0,43,40,22,0,22,41,37,4,0,40,4,439,0,1904278,981320,922958,22.39,1068022,941.0,10459,66.48,76.25,56.18,734382,624057,110325,1169896,1.Hindus,1605941,2.Muslims,270223,3.Jains,21907,698.0,695.0,666.0,666.0,286
2038,gujarat,junagadh,2012.0,40,17,15,0,15,63,53,10,1,37,5,411,0,2448173,1252350,1195823,17.08,1736645,955.0,18832,67.78,78.74,56.43,1000842,785530,215312,1447331,1.Hindus,2165734,2.Muslims,274481,3.Jains,4291,923.0,922.0,901.0,858.0,803
2039,gujarat,narmada,2012.0,17,3,7,0,7,6,5,1,0,3,0,13,0,514404,263986,250418,14.4,462298,949.0,401654,59.86,72.44,46.61,259116,176372,82744,255288,1.Hindus,482552,2.Muslims,20429,3.Christians,5122,552.0,552.0,530.0,515.0,324
2040,gujarat,navsari,2012.0,19,9,4,0,4,15,15,0,0,4,0,114,0,1229463,628988,600475,13.22,893110,955.0,591164,75.83,82.77,68.61,545215,457002,88213,684248,1.Hindus,1135525,2.Muslims,69972,3.Jains,13575,374.0,374.0,374.0,368.0,268
2041,gujarat,patan,2012.0,18,15,7,0,7,31,31,0,0,32,1,151,0,1182709,612100,570609,14.08,944281,932.0,12637,60.36,73.63,46.33,533078,395470,137608,649631,1.Hindus,1057013,2.Muslims,119748,3.Jains,5136,517.0,516.0,517.0,514.0,265
2042,gujarat,porbandar,2012.0,18,8,10,0,10,8,7,1,1,8,0,73,0,536835,275821,261014,14.35,275460,946.0,6456,68.62,78.36,58.42,215134,173594,41540,321701,1.Hindus,507176,2.Muslims,28404,3.Jains,589,182.0,182.0,155.0,156.0,130
2043,gujarat,surendranagar,2012.0,40,26,19,0,19,51,46,5,0,51,5,124,0,1515148,787650,727498,25.34,1112700,924.0,14338,61.61,74.19,48.1,647609,512038,135571,867539,1.Hindus,1392451,2.Muslims,97846,3.Jains,22721,650.0,649.0,650.0,648.0,170
2044,gujarat,valsad,2012.0,21,14,12,0,12,25,19,6,0,9,0,15,0,1410553,734799,675754,29.66,1029392,920.0,772405,69.15,77.9,59.62,650257,503333,146924,760296,1.Hindus,1300005,2.Muslims,66440,3.Christians,15399,450.0,450.0,425.0,449.0,303
2045,haryana,bhiwani,2012.0,81,48,28,0,28,109,69,40,19,45,23,179,0,1425022,758253,666769,22.45,1154629,879.0,-,67.45,80.26,53.0,609320,425210,184110,815702,1.Hindus,1407363,2.Muslims,12740,3.Sikhs,2542,437.0,437.0,437.0,429.0,252
2046,haryana,faridabad,2012.0,72,50,47,0,47,103,87,16,8,31,84,197,0,2194586,1193063,1001523,48.47,973242,839.0,-,70.03,81.52,56.31,785762,609663,176099,1408824,1.Hindus,1896698,2.Muslims,247293,3.Sikhs,36005,413.0,413.0,413.0,376.0,188
2047,haryana,gurgaon,2012.0,82,66,44,0,44,56,47,9,15,18,31,150,0,1660289,886451,773838,44.64,1291285,873.0,-,62.91,76.17,47.78,629658,464644,165014,1030631,1.Hindus,1026542,2.Muslims,617918,3.Sikhs,6672,694.0,694.0,693.0,642.0,203
2048,haryana,jind,2012.0,50,36,34,0,34,58,40,18,17,27,0,114,0,1189827,642282,547545,21.35,948250,852.0,-,62.12,73.82,48.51,521946,372049,149897,667881,1.Hindus,1134539,2.Sikhs,29159,3.Muslims,20618,306.0,306.0,306.0,300.0,247
2049,haryana,kaithal,2012.0,31,20,18,0,18,38,20,18,6,15,0,127,0,946131,510513,435618,20.95,762649,853.0,-,59.02,69.15,47.31,372011,268127,103884,574120,1.Hindus,848765,2.Sikhs,88700,3.Muslims,6777,270.0,270.0,270.0,261.0,160
2050,haryana,karnal,2012.0,59,60,63,0,63,103,41,62,23,50,28,204,0,1274183,683368,590815,23.13,936341,865.0,-,67.74,76.29,57.97,455455,355466,99989,818728,1.Hindus,1125279,2.Sikhs,123160,3.Muslims,22614,422.0,422.0,422.0,385.0,186
2051,haryana,kurukshetra,2012.0,26,38,25,0,25,37,30,7,11,20,27,110,0,825454,442328,383126,23.72,609943,866.0,-,69.88,78.06,60.61,308392,250596,57796,517062,1.Hindus,675381,2.Sikhs,135545,3.Muslims,12028,407.0,402.0,406.0,385.0,179
2052,haryana,mahendragarh,2012.0,39,28,14,0,14,25,18,7,10,26,0,78,0,812521,423578,388943,19.09,702885,918.0,-,69.89,84.72,54.08,351864,204704,147160,460657,1.Hindus,805991,2.Muslims,3434,3.Sikhs,2026,368.0,368.0,368.0,350.0,190
2053,haryana,panipat,2012.0,47,28,35,0,35,87,67,20,15,23,12,136,0,967449,528860,438589,38.57,575369,829.0,-,69.17,78.5,57.97,382801,289013,93788,584648,1.Hindus,873593,2.Muslims,59696,3.Sikhs,27437,179.0,179.0,179.0,168.0,116
2054,haryana,rewari,2012.0,31,40,24,0,24,26,20,6,12,16,1,102,0,765351,403034,362317,25.24,629177,899.0,-,75.25,88.45,60.83,333622,204855,128767,431729,1.Hindus,758328,2.Muslims,3194,3.Sikhs,1668,397.0,397.0,397.0,379.0,175
2055,haryana,rohtak,2012.0,60,63,37,0,37,35,23,12,12,24,40,143,0,940128,509038,431090,20.99,610524,847.0,-,73.72,83.23,62.59,371073,288225,82848,569055,1.Hindus,924541,2.Muslims,5665,3.Sikhs,5079,146.0,146.0,146.0,130.0,118
2056,haryana,sirsa,2012.0,27,26,30,0,30,90,55,35,6,25,1,159,0,1116649,593245,523404,22.96,823184,882.0,-,60.55,70.05,49.93,475571,363946,111625,641078,1.Hindus,801747,2.Sikhs,302942,3.Muslims,7056,321.0,321.0,318.0,312.0,197
2057,haryana,sonipat,2012.0,86,67,32,0,32,62,49,13,30,26,25,185,0,1279175,695723,583452,22.36,957800,839.0,-,72.79,83.06,60.68,523031,383449,139582,756144,1.Hindus,1234225,2.Muslims,31954,3.Jains,6729,323.0,323.0,323.0,316.0,248
2058,haryana,yamunanagar,2012.0,24,34,25,0,25,83,46,37,7,15,9,122,0,1041630,559444,482186,21.84,648608,862.0,-,71.63,78.82,63.39,336533,280728,55805,705097,1.Hindus,849255,2.Muslims,104073,3.Sikhs,83524,613.0,613.0,607.0,483.0,248
2059,jharkhand,deoghar,2012.0,58,101,38,0,38,48,3,45,18,35,0,159,0,1165390,608878,556512,24.46,1005539,914.0,142717,50.09,66.38,31.99,432714,283711,149003,732676,1.Hindus,910409,2.Muslims,221705,3.Others,27263,2356.0,2356.0,289.0,768.0,94
2060,jharkhand,dhanbad,2012.0,69,18,41,0,41,121,101,20,49,4,2,89,0,2397102,1278946,1118156,22.82,1141744,874.0,202729,67.0,79.54,52.43,664058,492501,171557,1733044,1.Hindus,1944757,2.Muslims,364807,3.Others,61505,1121.0,1121.0,503.0,708.0,154
2061,jharkhand,dumka,2012.0,66,34,29,0,29,34,26,8,8,12,0,43,0,1759602,897364,862238,17.31,1644690,961.0,701903,47.94,62.86,32.35,778378,470354,308024,981224,1.Hindus,1323468,2.Muslims,203741,3.Others,170201,3737.0,3737.0,213.0,1732.0,312
2062,jharkhand,giridih,2012.0,72,92,37,0,37,53,36,17,32,46,0,104,0,1904430,960679,943751,27.09,1782066,982.0,184469,44.5,62.09,26.62,644644,340925,303719,1259786,1.Hindus,1475201,2.Muslims,383253,3.Others,30778,2532.0,2532.0,481.0,1232.0,229
2063,jharkhand,godda,2012.0,49,0,22,0,22,63,42,21,11,2,0,0,0,1047939,544043,503896,21.61,1010931,926.0,247538,43.13,57.52,27.39,421941,238694,183247,625998,1.Hindus,745237,2.Muslims,210734,3.Others,68055,1633.0,1633.0,257.0,892.0,141
2064,jharkhand,gumla,2012.0,192,45,36,0,36,55,44,11,2,9,0,6,0,1346767,675769,670998,16.6,1273025,993.0,920597,51.74,63.5,39.95,658921,446953,211968,687846,1.Hindus,440373,2.Christians,425107,3.Others,419004,1393.0,1393.0,92.0,1015.0,365
2065,jharkhand,hazaribagh,2012.0,68,31,42,0,42,53,49,4,24,9,0,54,0,2277475,1167793,1109682,24.02,1748406,950.0,268333,57.74,71.81,42.87,790049,532895,257154,1487426,1.Hindus,1870586,2.Muslims,337117,3.Others,36789,1543.0,1543.0,413.0,962.0,147
2066,jharkhand,palamu,2012.0,70,61,26,0,26,57,30,27,28,10,0,20,0,2098359,1084417,1013942,26.8,1973266,935.0,392325,44.95,58.91,29.88,793658,444921,348737,1304701,1.Hindus,1740948,2.Muslims,242980,3.Others,63100,2465.0,2465.0,410.0,1474.0,349
2067,jharkhand,ranchi,2012.0,145,77,52,0,52,76,53,23,11,22,1,45,0,2785064,1436976,1348088,25.72,1807243,938.0,1164624,64.57,76.56,51.72,1076904,750962,325942,1708160,1.Hindus,1399301,2.Others,767672,3.Muslims,348774,2052.0,2052.0,331.0,1343.0,377
2068,karnataka,belgaum,2012.0,142,120,37,0,37,54,34,20,5,205,9,307,0,4214505,2150090,2064415,17.4,3201814,960.0,243451,64.21,75.7,52.32,1877774,1537645,340129,2336731,1.Hindus,3565153,2.Muslims,440836,3.Christians,169466,1255.0,1254.0,1247.0,1240.0,740
2069,karnataka,bellary,2012.0,54,46,18,0,18,31,24,7,9,48,0,104,0,2027140,1029714,997426,22.3,1320290,969.0,364638,57.4,69.2,45.28,920821,801369,119452,1106319,1.Hindus,1739522,2.Muslims,257806,3.Christians,13226,524.0,523.0,524.0,381.0,260
2070,karnataka,bidar,2012.0,38,39,11,0,11,30,24,6,10,40,2,99,0,1502373,771022,731351,19.56,1157498,949.0,182219,60.94,72.46,48.81,557603,424985,132618,944770,1.Hindus,1020174,2.Muslims,295762,3.Buddhists,122083,599.0,596.0,596.0,591.0,293
2071,karnataka,bijapur,2012.0,69,64,18,0,18,30,24,6,4,41,0,128,9,1806918,926424,880494,17.63,1410829,950.0,30051,57.01,69.94,43.47,718213,551972,166241,1088705,1.Hindus,1495080,2.Muslims,294491,3.Jains,8356,660.0,659.0,657.0,626.0,392
2072,karnataka,chitradurga,2012.0,43,38,26,0,26,34,34,0,6,140,0,75,0,1517896,776221,741675,15.05,1243658,955.0,266235,64.45,74.66,53.78,721835,576035,145800,796061,1.Hindus,1388506,2.Muslims,109412,3.Religion not stated,8411,946.0,916.0,946.0,879.0,197
2073,karnataka,davanagere,2012.0,42,35,17,0,17,23,20,3,8,117,0,119,0,1790952,917705,873247,14.78,1247954,952.0,209701,67.43,76.37,58.04,783781,631726,152055,1007171,1.Hindus,1532714,2.Muslims,226708,3.Religion not stated,10944,810.0,786.0,808.0,727.0,278
2074,karnataka,gulbarga,2012.0,82,87,29,0,29,53,39,14,10,132,0,151,0,3130922,1592789,1538133,21.02,2278301,966.0,154195,50.01,61.77,37.9,1350072,1010430,339642,1780850,1.Hindus,2381497,2.Muslims,551171,3.Buddhists,153619,1360.0,1327.0,1342.0,1337.0,708
2075,karnataka,hassan,2012.0,77,80,21,0,21,26,19,7,5,120,1,155,0,1721669,859086,862583,9.66,1416996,1004.0,26451,68.63,78.37,59.0,864711,702827,161884,856958,1.Hindus,1587287,2.Muslims,104730,3.Christians,15598,2394.0,2330.0,2341.0,1990.0,482
2076,karnataka,kodagu,2012.0,29,36,12,0,12,5,3,2,2,25,0,43,0,548561,274831,273730,11.64,473179,996.0,46115,77.99,83.7,72.26,266378,247574,18804,282183,1.Hindus,450694,2.Muslims,78466,3.Christians,17951,291.0,279.0,286.0,267.0,138
2077,karnataka,kolar,2012.0,46,58,18,0,18,20,14,6,1,37,0,34,0,2536069,1286193,1249876,13.83,1910546,972.0,205711,62.84,73.17,52.23,1235028,1014667,220361,1301041,1.Hindus,2196660,2.Muslims,298767,3.Christians,32547,2919.0,2797.0,2785.0,2342.0,490
2078,karnataka,koppal,2012.0,24,11,7,0,7,27,0,27,0,17,0,87,0,1196089,603312,592777,24.57,997797,983.0,138588,54.1,68.42,39.61,554506,422208,132298,641583,1.Hindus,1042294,2.Muslims,137174,3.Religion not stated,5395,594.0,590.0,594.0,560.0,281
2079,karnataka,mandya,2012.0,86,95,35,0,35,46,39,7,9,149,1,204,1,1763705,888034,875671,7.14,1480990,986.0,17193,61.05,70.5,51.53,840419,682440,157979,923286,1.Hindus,1667640,2.Muslims,69890,3.Buddhists,11093,1369.0,1330.0,1323.0,1185.0,458
2080,karnataka,raichur,2012.0,42,31,19,0,19,34,25,9,1,141,0,190,0,1669762,841840,827922,21.93,1248925,983.0,303042,48.81,61.52,35.93,732762,544347,188415,937000,1.Hindus,1417051,2.Muslims,228652,3.Christians,12390,830.0,806.0,796.0,306.0,338
2081,karnataka,shimoga,2012.0,50,78,14,0,14,32,24,8,6,158,3,222,0,1642545,830559,811986,12.9,1071535,978.0,55997,74.52,82.01,66.88,714671,586832,127839,927874,1.Hindus,1401087,2.Muslims,200979,3.Christians,26474,1443.0,1415.0,1399.0,989.0,311
2082,karnataka,tumkur,2012.0,91,80,33,0,33,38,10,28,18,171,0,132,0,2584711,1313801,1270910,11.87,2077509,967.0,193819,67.01,76.78,56.94,1316939,1050291,266648,1267772,1.Hindus,2349801,2.Muslims,211732,3.Christians,7736,2574.0,2477.0,2573.0,2123.0,382
2083,kerala,idukki,2012.0,22,29,53,0,53,10,10,0,2,189,10,219,0,1129221,566682,562539,6.96,1071628,993.0,50973,88.69,92.33,85.02,487352,400699,86653,641869,1.Hindus,566744,2.Muslims,480108,3.Christians,81222,64.0,64.0,64.0,60.0,62
2084,kerala,kannur,2012.0,32,27,66,0,66,23,18,5,0,183,12,391,0,2408956,1152817,1256139,7.13,1196058,1090.0,19969,92.59,96.13,89.4,767197,626876,140321,1641759,1.Hindus,1480748,2.Muslims,665648,3.Christians,261019,78.0,78.0,78.0,78.0,78
2085,kerala,kottayam,2012.0,20,29,55,0,55,19,17,2,1,265,55,255,0,1953646,964926,988720,6.76,1653838,1025.0,18340,95.82,97.34,94.35,642157,539609,102548,1311489,1.Hindus,963497,2.Muslims,871371,3.Christians,116686,89.0,89.0,89.0,89.0,88
2086,kerala,malappuram,2012.0,16,26,97,0,97,10,3,7,2,221,21,668,0,3625471,1754576,1870895,17.22,3269301,1066.0,12267,89.61,93.25,86.26,874476,691848,182628,2750995,1.Hindus,2484576,2.Muslims,1057418,3.Christians,80650,122.0,122.0,122.0,122.0,121
