YEAR,person,Male,Female,growthinpopulation,urban,Personlit_rate,Mlit_Rate,Flit_Rate,Totalworkers,Mainworkers,Marginal workers,Nonworkers,religion1 population,Religion2 Population,religion3poulation,inhabitadevillages,drinkingwater,electricity,primary school,state,District,MURDER,ATTEMPT TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,rural,Religion1,Religion2,religion3name,Medical facility
2005.0,1806918,926424,880494,17.63,950.0,57.01,69.94,43.47,718213,551972,166241,1088705,1495080,294491,8356,660.0,659.0,657.0,626.0,karnataka,bijapur,49.0,61,18,0.0,18.0,22,16,6,0,93,0,105,0,1410829.0,1.Hindus,2.Muslims,3.Jains,392.0
2005.0,1517896,776221,741675,15.05,955.0,64.45,74.66,53.78,721835,576035,145800,796061,1388506,109412,8411,946.0,916.0,946.0,879.0,karnataka,chitradurga,21.0,14,15,0.0,15.0,6,5,1,6,62,0,29,0,1243658.0,1.Hindus,2.Muslims,3.Religion not stated,197.0
2005.0,1790952,917705,873247,14.78,952.0,67.43,76.37,58.04,783781,631726,152055,1007171,1532714,226708,10944,810.0,786.0,808.0,727.0,karnataka,davanagere,40.0,16,14,0.0,14.0,14,9,5,9,66,2,78,0,1247954.0,1.Hindus,2.Muslims,3.Religion not stated,278.0
2005.0,3130922,1592789,1538133,21.02,966.0,50.01,61.77,37.9,1350072,1010430,339642,1780850,2381497,551171,153619,1360.0,1327.0,1342.0,1337.0,karnataka,gulbarga,115.0,111,16,0.0,16.0,33,17,16,12,119,0,112,0,2278301.0,1.Hindus,2.Muslims,3.Buddhists,708.0
2005.0,1721669,859086,862583,9.66,1004.0,68.63,78.37,59.0,864711,702827,161884,856958,1587287,104730,15598,2394.0,2330.0,2341.0,1990.0,karnataka,hassan,63.0,58,10,0.0,10.0,21,9,12,8,49,0,42,0,1416996.0,1.Hindus,2.Muslims,3.Christians,482.0
2005.0,548561,274831,273730,11.64,996.0,77.99,83.7,72.26,266378,247574,18804,282183,450694,78466,17951,291.0,279.0,286.0,267.0,karnataka,kodagu,34.0,29,10,0.0,10.0,10,9,1,2,18,3,35,0,473179.0,1.Hindus,2.Muslims,3.Christians,138.0
2005.0,2536069,1286193,1249876,13.83,972.0,62.84,73.17,52.23,1235028,1014667,220361,1301041,2196660,298767,32547,2919.0,2797.0,2785.0,2342.0,karnataka,kolar,73.0,49,20,0.0,20.0,30,24,6,19,41,0,41,0,1910546.0,1.Hindus,2.Muslims,3.Christians,490.0
2005.0,1196089,603312,592777,24.57,983.0,54.1,68.42,39.61,554506,422208,132298,641583,1042294,137174,5395,594.0,590.0,594.0,560.0,karnataka,koppal,29.0,22,8,0.0,8.0,8,8,0,4,24,1,40,0,997797.0,1.Hindus,2.Muslims,3.Religion not stated,281.0
2005.0,1763705,888034,875671,7.14,986.0,61.05,70.5,51.53,840419,682440,157979,923286,1667640,69890,11093,1369.0,1330.0,1323.0,1185.0,karnataka,mandya,43.0,56,17,0.0,17.0,12,11,1,13,56,0,60,0,1480990.0,1.Hindus,2.Muslims,3.Buddhists,458.0
2005.0,1669762,841840,827922,21.93,983.0,48.81,61.52,35.93,732762,544347,188415,937000,1417051,228652,12390,830.0,806.0,796.0,306.0,karnataka,raichur,41.0,43,8,0.0,8.0,10,6,4,2,66,6,59,0,1248925.0,1.Hindus,2.Muslims,3.Christians,338.0
2005.0,1642545,830559,811986,12.9,978.0,74.52,82.01,66.88,714671,586832,127839,927874,1401087,200979,26474,1443.0,1415.0,1399.0,989.0,karnataka,shimoga,50.0,38,17,0.0,17.0,27,20,7,7,88,5,158,0,1071535.0,1.Hindus,2.Muslims,3.Christians,311.0
2005.0,2584711,1313801,1270910,11.87,967.0,67.01,76.78,56.94,1316939,1050291,266648,1267772,2349801,211732,7736,2574.0,2477.0,2573.0,2123.0,karnataka,tumkur,64.0,54,14,0.0,14.0,24,15,9,8,59,0,41,0,2077509.0,1.Hindus,2.Muslims,3.Christians,382.0
2005.0,1129221,566682,562539,6.96,993.0,88.69,92.33,85.02,487352,400699,86653,641869,566744,480108,81222,64.0,64.0,64.0,60.0,kerala,idukki,26.0,31,28,0.0,28.0,7,5,2,2,125,10,107,0,1071628.0,1.Hindus,2.Muslims,3.Christians,62.0
2005.0,2408956,1152817,1256139,7.13,1090.0,92.59,96.13,89.4,767197,626876,140321,1641759,1480748,665648,261019,78.0,78.0,78.0,78.0,kerala,kannur,23.0,18,25,0.0,25.0,7,5,2,0,121,17,215,0,1196058.0,1.Hindus,2.Muslims,3.Christians,78.0
2005.0,2585208,1249621,1335587,7.33,1069.0,91.18,94.43,88.18,828566,654823,173743,1756642,1685044,474071,423745,93.0,93.0,93.0,93.0,kerala,kollam,40.0,29,47,0.0,47.0,21,19,2,2,320,4,367,0,2119230.0,1.Hindus,2.Muslims,3.Christians,92.0
2005.0,1953646,964926,988720,6.76,1025.0,95.82,97.34,94.35,642157,539609,102548,1311489,963497,871371,116686,89.0,89.0,89.0,89.0,kerala,kottayam,24.0,13,25,0.0,25.0,17,13,4,1,167,16,149,0,1653838.0,1.Hindus,2.Muslims,3.Christians,88.0
2005.0,3625471,1754576,1870895,17.22,1066.0,89.61,93.25,86.26,874476,691848,182628,2750995,2484576,1057418,80650,122.0,122.0,122.0,122.0,kerala,malappuram,28.0,33,50,0.0,50.0,13,8,5,0,130,5,449,0,3269301.0,1.Hindus,2.Muslims,3.Christians,121.0
2005.0,2617482,1266985,1350497,9.86,1066.0,84.35,89.52,79.56,945052,768620,176432,1672430,1802766,703596,109249,144.0,144.0,144.0,141.0,kerala,palakkad,37.0,23,53,0.0,53.0,10,6,4,1,66,4,279,0,2260907.0,1.Hindus,2.Muslims,3.Christians,139.0
2005.0,1234016,589398,644618,3.72,1094.0,94.84,96.41,93.43,366049,285844,80205,867967,694560,481602,56457,65.0,65.0,65.0,64.0,kerala,pathanamthitta,22.0,14,14,0.0,14.0,9,6,3,1,139,2,119,0,1110218.0,1.Hindus,2.Muslims,3.Christians,63.0
2005.0,2974232,1422052,1552180,8.7,1092.0,92.27,95.11,89.71,955300,808965,146335,2018932,1761842,720152,488697,204.0,204.0,204.0,196.0,kerala,thrissur,41.0,35,38,0.0,38.0,23,11,12,2,161,28,270,0,2134799.0,1.Hindus,2.Muslims,3.Christians,194.0
2005.0,1630239,841253,788986,20.51,938.0,81.41,88.91,73.43,648243,582264,65979,981996,1024080,296272,293184,862.0,851.0,840.0,786.0,maharashtra,akola,46.0,40,21,0.0,21.0,24,22,2,3,82,14,184,0,1002742.0,1.Hindus,2.Muslims,3.Buddhists,212.0
2005.0,1136146,573445,562701,11.2,981.0,78.47,88.97,67.82,536885,365464,171421,599261,953507,144541,23324,778.0,772.0,774.0,716.0,maharashtra,bhandara,27.0,11,15,0.0,15.0,17,14,3,3,64,34,67,0,960418.0,1.Hindus,2.Buddhists,3.Muslims,442.0
2005.0,2071101,1062993,1008108,17.26,948.0,73.17,82.94,62.89,930791,683029,247762,1140310,1680113,274067,76050,1472.0,1462.0,1444.0,1359.0,maharashtra,chandrapur,61.0,18,41,0.0,41.0,17,14,3,2,93,27,110,0,1406034.0,1.Hindus,2.Buddhists,3.Muslims,318.0
2005.0,1707947,878372,829575,16.01,944.0,71.65,81.4,61.39,737941,573496,164445,970006,1522895,149466,14613,678.0,675.0,673.0,669.0,maharashtra,dhule,47.0,30,15,0.0,15.0,9,9,0,10,27,7,110,0,1262062.0,1.Hindus,2.Muslims,3.Buddhists,276.0
2005.0,970294,491101,479193,23.25,976.0,60.1,71.86,48.07,497104,336959,160145,473190,818640,78058,44825,1521.0,1509.0,1320.0,1279.0,maharashtra,gadchiroli,60.0,45,22,0.0,22.0,5,3,2,1,62,4,42,0,903033.0,1.Hindus,2.Buddhists,3.Others,369.0
2005.0,3682690,1905493,1777197,15.44,933.0,75.43,85.91,64.3,1563983,1300086,263897,2118707,3049368,455288,126136,1491.0,1491.0,1486.0,1470.0,maharashtra,jalgaon,74.0,55,52,0.0,52.0,26,26,0,4,92,30,301,0,2629896.0,1.Hindus,2.Muslims,3.Buddhists,934.0
2005.0,1612980,826903,786077,18.17,951.0,64.4,79.14,49.04,716900,611998,104902,896080,1255041,211531,121033,963.0,963.0,959.0,952.0,maharashtra,jalna,37.0,40,20,0.0,20.0,13,8,5,21,53,5,215,0,1305115.0,1.Hindus,2.Muslims,3.Buddhists,380.0
2005.0,3523162,1807470,1715692,17.59,949.0,76.93,87.47,66.02,1652970,1394882,258088,1870192,3077263,236875,147285,1196.0,1194.0,1190.0,1185.0,maharashtra,kolhapur,65.0,62,26,0.0,26.0,25,15,10,22,47,12,76,0,2472809.0,1.Hindus,2.Muslims,3.Jains,638.0
2005.0,2080285,1075257,1005028,23.95,935.0,71.54,82.94,59.4,840518,712849,127669,1239767,1700679,292996,74351,921.0,921.0,919.0,917.0,maharashtra,latur,49.0,40,24,0.0,24.0,22,20,2,40,61,3,107,0,1590024.0,1.Hindus,2.Muslims,3.Buddhists,409.0
2005.0,8640419,4741720,3898699,27.2,822.0,86.89,91.56,81.12,3152509,2971039,181470,5487910,5953475,1488987,464354,1016.4515570934255,1009.6712802768166,774.7595155709342,796.7941176470588,maharashtra,mumbai,212.0,136,201,0.0,201.0,198,122,76,9,385,99,336,0,1121338.0,1.Hindus,2.Muslims,3.Buddhists,118.0
2005.0,3338031,1878246,1459785,4.79,777.0,86.4,90.23,81.38,1311739,1250710,61029,2026292,2119750,734484,161417,1016.4515570934255,1009.6712802768166,774.7595155709342,796.7941176470588,maharashtra,mumbai,212.0,136,201,0.0,201.0,198,122,76,9,385,99,336,0,1121338.0,1.Hindus,2.Muslims,3.Buddhists,118.0
2005.0,2876259,1481358,1394901,23.08,942.0,67.77,80.44,54.35,1202037,965087,236950,1674222,2162185,385081,302161,1546.0,1538.0,1531.0,1536.0,maharashtra,nanded,70.0,112,41,0.0,41.0,42,29,13,17,85,10,239,0,2187195.0,1.Hindus,2.Muslims,3.Buddhists,209.0
2005.0,1486586,769368,717218,15.35,932.0,69.02,80.42,56.89,653522,555202,98320,833064,1297858,151181,28356,729.0,729.0,727.0,726.0,maharashtra,osmanabad,41.0,19,22,0.0,22.0,7,4,3,1,42,8,118,0,1253330.0,1.Hindus,2.Muslims,3.Buddhists,400.0
2005.0,1527715,780191,747524,15.31,958.0,66.07,79.63,52.02,644752,559917,84835,882963,1121246,243935,153231,830.0,830.0,824.0,821.0,maharashtra,parbhani,39.0,33,14,0.0,14.0,13,8,5,10,40,3,131,0,1042529.0,1.Hindus,2.Muslims,3.Buddhists,386.0
2005.0,1696777,794498,902279,9.87,1136.0,75.05,85.89,65.77,763387,557613,205774,933390,1391137,175672,120855,1539.0,1538.0,1539.0,1484.0,maharashtra,ratnagiri,21.0,3,27,0.0,27.0,7,3,4,2,40,29,40,0,1504568.0,1.Hindus,2.Muslims,3.Buddhists,810.0
2005.0,2583524,1320088,1263436,17.59,957.0,76.62,86.26,66.73,1218655,952241,266414,1364869,2243478,203524,85160,721.0,721.0,721.0,719.0,maharashtra,sangli,77.0,12,34,0.0,34.0,32,12,20,7,55,7,105,0,1950306.0,1.Hindus,2.Muslims,3.Jains,567.0
2005.0,2808994,1408326,1400668,14.1,995.0,78.22,88.2,68.38,1303658,1044989,258669,1505336,2533359,128570,125661,1716.0,1716.0,1701.0,1680.0,maharashtra,satara,59.0,32,31,0.0,31.0,26,18,8,6,61,2,180,0,2410873.0,1.Hindus,2.Buddhists,3.Muslims,646.0
2005.0,868825,417890,450935,3.55,1079.0,80.3,90.26,71.23,404985,233827,171158,463840,802498,24320,23668,743.0,743.0,735.0,722.0,maharashtra,sindhudurg,15.0,8,4,0.0,4.0,4,2,2,0,20,12,4,0,786506.0,1.Hindus,2.Buddhists,3.Muslims,593.0
2005.0,1236736,638990,597746,15.3,935.0,80.06,87.18,72.45,550351,431330,119021,686385,1006235,169579,47605,1004.0,998.0,998.0,842.0,maharashtra,wardha,45.0,30,35,0.0,35.0,31,31,0,4,110,45,94,0,911695.0,1.Hindus,2.Buddhists,3.Muslims,392.0
2005.0,2458271,1265681,1192590,18.46,942.0,73.62,84.09,62.52,1118937,949453,169484,1339334,1999368,221793,196909,1856.0,1820.0,1795.0,1729.0,maharashtra,yavatmal,72.0,73,59,0.0,59.0,43,40,3,10,133,42,233,0,2001060.0,1.Hindus,2.Buddhists,3.Muslims,723.0
2005.0,208368,104550,103818,13.9,993.0,67.63,79.61,55.66,89703,55557,34146,118665,148903,38763,14194,48.0,48.0,46.0,47.0,manipur,bishnupur,30.0,38,3,0.0,3.0,7,5,2,0,3,0,1,0,133627.0,1.Hindus,2.Others,3.Muslims,28.0
2005.0,118327,59741,58586,72.8,981.0,56.23,64.34,47.98,54545,39935,14610,63782,109128,5701,2318,350.0,323.0,190.0,214.0,manipur,chandel,20.0,10,0,0.0,0.0,1,0,1,0,2,0,0,0,103365.0,1.Christians,2.Hindus,3.Muslims,25.0
2005.0,227905,117232,110673,29.81,944.0,70.59,77.67,63.06,99363,71933,27430,128542,213186,10538,2573,540.0,539.0,306.0,395.0,manipur,churachandpur,49.0,25,0,0.0,0.0,4,1,3,0,2,0,0,0,227905.0,1.Christians,2.Hindus,3.Muslims,66.0
2005.0,111499,58014,53485,29.23,922.0,59.25,68.72,48.95,50863,43353,7510,60636,105791,3187,1431,171.0,171.0,75.0,157.0,manipur,tamenglong,7.0,2,1,0.0,1.0,1,0,1,0,0,0,0,0,111499.0,1.Christians,2.Hindus,3.Muslims,42.0
2005.0,364140,182250,181890,24.62,998.0,66.41,80.43,52.46,177343,111486,65857,186797,221096,86849,50819,90.0,90.0,84.0,88.0,manipur,thoubal,46.0,38,7,0.0,7.0,20,14,6,0,3,0,15,0,232868.0,1.Hindus,2.Muslims,3.Others,36.0
2005.0,140778,73465,67313,28.98,916.0,73.12,80.13,65.41,66515,51564,14951,74263,133966,5687,881,198.0,198.0,154.0,188.0,manipur,ukhrul,7.0,9,0,0.0,0.0,1,0,1,0,0,0,0,0,140778.0,1.Christians,2.Hindus,3.Muslims,47.0
2005.0,325676,166877,158799,39.24,952.0,96.51,96.75,96.26,162961,125328,37633,162715,303893,14508,5185,96.0,96.0,81.0,86.0,mizoram,aizawl,4.0,4,10,0.0,10.0,5,0,5,0,10,2,0,0,77531.0,1.Christians,2.Hindus,3.Muslims,46.0
2005.0,73620,38776,34844,34.78,899.0,64.74,70.9,57.81,34093,26188,7905,39527,38410,32877,1910,139.0,139.0,27.0,134.0,mizoram,lawngtlai,3.0,3,2,0.0,2.0,2,0,2,2,6,1,0,0,73620.0,1.Buddhists,2.Christians,3.Hindus,24.0
2005.0,137223,71402,65821,23.1,922.0,84.17,87.44,80.6,71792,60870,10922,65431,109204,22429,4612,160.0,160.0,101.0,130.0,mizoram,lunglei,4.0,4,6,0.0,6.0,2,0,2,0,8,0,0,0,79267.0,1.Christians,2.Buddhists,3.Hindus,55.0
2005.0,310084,162251,147833,49.96,911.0,74.54,80.3,68.15,135023,114456,20567,175061,278844,21950,5457,180.0,179.0,148.0,164.0,nagaland,kohima,19.0,7,5,0.0,5.0,12,5,7,0,0,0,0,0,233054.0,1.Christians,2.Hindus,3.Others,82.0
2005.0,232085,120929,111156,43.48,919.0,83.92,86.03,81.61,109260,82160,27100,122825,219282,10433,2128,102.0,101.0,97.0,99.0,nagaland,mokokchung,3.0,2,0,0.0,0.0,0,0,0,0,1,0,0,0,200871.0,1.Christians,2.Hindus,3.Muslims,82.0
2005.0,260652,138753,121899,73.42,879.0,41.83,46.56,36.35,130848,108206,22642,129804,248684,9963,1748,110.0,110.0,102.0,107.0,nagaland,mon,15.0,3,1,0.0,1.0,1,0,1,0,1,0,0,0,244062.0,1.Christians,2.Hindus,3.Muslims,69.0
2005.0,148195,77141,71054,45.12,921.0,70.65,78.37,62.26,71398,57454,13944,76797,143048,4095,517,104.0,104.0,102.0,102.0,nagaland,phek,2.0,1,1,0.0,1.0,2,1,1,0,1,0,0,0,135331.0,1.Christians,2.Hindus,3.Muslims,54.0
2005.0,414818,218678,196140,78.1,897.0,50.64,55.12,45.58,184924,156950,27974,229894,406287,6856,1329,251.0,251.0,238.0,230.0,nagaland,tuensang,9.0,0,1,0.0,1.0,2,0,2,0,0,0,0,0,385046.0,1.Christians,2.Hindus,3.Muslims,123.0
2005.0,161223,83670,77553,95.01,927.0,80.55,85.35,75.32,56254,49679,6575,104969,155009,4787,1209,128.0,128.0,105.0,104.0,nagaland,wokha,10.0,4,0,0.0,0.0,4,3,1,0,0,0,0,0,123587.0,1.Christians,2.Hindus,3.Muslims,67.0
2005.0,153955,79056,74899,61.0,947.0,69.28,73.74,64.57,56783,47491,9292,97172,150097,3193,492,187.0,186.0,187.0,178.0,nagaland,zunheboto,1.0,2,1,0.0,1.0,0,0,0,0,0,0,0,0,130874.0,1.Christians,2.Hindus,3.Muslims,57.0
2005.0,3096077,1650589,1445488,22.72,876.0,67.27,72.61,61.26,1112200,938100,174100,1983877,2383575,648284,51948,1185.0,1151.0,1185.0,1114.0,punjab,amritsar,47.0,28,5,0.0,5.0,20,14,6,2,6,0,44,0,1872802.0,1.Sikhs,2.Hindus,3.Christians,696.0
2005.0,550892,292596,258296,21.42,883.0,61.95,68.15,55.03,209754,181873,27881,341138,427104,119702,1739,163.0,163.0,163.0,160.0,punjab,faridkot,17.0,36,6,0.0,6.0,10,2,8,1,10,0,9,0,357321.0,1.Sikhs,2.Hindus,3.Muslims,107.0
2005.0,2104011,1113077,990934,19.33,890.0,73.77,79.78,67.15,700557,568322,132235,1403454,996246,934963,148981,1532.0,1531.0,1532.0,1375.0,punjab,gurdaspur,25.0,24,16,0.0,16.0,17,12,5,6,11,0,22,0,1568788.0,1.Hindus,2.Sikhs,3.Christians,517.0
2005.0,1480736,765132,715604,13.81,935.0,81.02,86.45,75.32,513351,415123,98228,967385,871923,574862,15394,1386.0,1386.0,1386.0,1232.0,punjab,hoshiarpur,34.0,30,23,0.0,23.0,19,14,5,8,11,1,46,0,1188662.0,1.Hindus,2.Sikhs,3.Muslims,382.0
2005.0,1962700,1040177,922523,18.4,887.0,78.04,82.49,73.08,676835,599324,77511,1285865,1158868,740841,22106,934.0,934.0,934.0,832.0,punjab,jalandhar,63.0,83,37,0.0,37.0,80,65,15,7,27,1,78,0,1030717.0,1.Hindus,2.Sikhs,3.Christians,598.0
2005.0,754521,399623,354898,16.34,888.0,73.93,79.02,68.29,262741,231222,31519,491780,448654,286438,7740,618.0,618.0,618.0,478.0,punjab,kapurthala,23.0,26,18,0.0,18.0,24,18,6,2,21,0,29,0,507994.0,1.Sikhs,2.Hindus,3.Buddhists,359.0
2005.0,3032831,1662716,1370115,24.79,824.0,76.5,80.25,71.95,1149638,1041517,108121,1883193,1744446,1205128,52220,897.0,897.0,897.0,842.0,punjab,ludhiana,61.0,55,42,0.0,42.0,52,37,15,5,26,25,85,0,1339178.0,1.Sikhs,2.Hindus,3.Muslims,550.0
2005.0,1844934,987390,857544,20.31,868.0,69.78,75.88,62.86,681951,589015,92936,1162983,1024546,778427,34828,1054.0,1053.0,1054.0,986.0,punjab,patiala,61.0,30,19,0.0,19.0,24,20,4,8,30,2,82,0,1200224.0,1.Sikhs,2.Hindus,3.Muslims,172.0
2005.0,2000173,1069289,930884,18.57,871.0,59.98,65.81,53.38,814098,714076,100022,1186075,1400149,434873,157838,697.0,697.0,697.0,684.0,punjab,sangrur,33.0,34,11,0.0,11.0,21,15,6,7,14,1,43,0,1415354.0,1.Sikhs,2.Hindus,3.Muslims,291.0
2005.0,2181670,1129920,1051750,26.1,931.0,64.65,79.37,48.86,856809,690818,165991,1324861,1869044,244341,47812,1025.0,1025.0,966.0,970.0,rajasthan,ajmer,43.0,54,26,0.0,26.0,89,89,0,11,61,3,339,0,1306994.0,1.Hindus,2.Muslims,3.Jains,352.0
2005.0,2992592,1586752,1405840,30.23,886.0,61.74,78.09,43.28,1458686,947587,511099,1533906,2535155,383204,55530,1954.0,1954.0,1843.0,1811.0,rajasthan,alwar,78.0,93,52,0.0,52.0,86,61,25,31,110,0,297,0,2557653.0,1.Hindus,2.Muslims,3.Sikhs,553.0
2005.0,1501589,760686,740903,29.84,974.0,44.63,60.45,28.43,709412,529393,180019,792177,1425287,39079,18406,1476.0,1476.0,853.0,1348.0,rajasthan,banswara,26.0,15,29,0.0,29.0,33,29,4,7,83,1,56,0,1394226.0,1.Hindus,2.Muslims,3.Jains,450.0
2005.0,1964835,1038247,926588,36.83,892.0,58.99,72.76,43.45,919729,680208,239521,1045106,1695047,231918,35744,1933.0,1933.0,948.0,1777.0,rajasthan,barmer,27.0,28,19,0.0,19.0,26,20,6,13,86,0,72,0,1819431.0,1.Hindus,2.Muslims,3.Jains,433.0
2005.0,2101142,1133425,967717,27.05,854.0,63.57,80.54,43.56,852913,573547,279366,1248229,1804599,264709,23472,1366.0,1365.0,1238.0,1298.0,rajasthan,bharatpur,91.0,111,46,0.0,46.0,88,58,30,35,44,0,220,0,1692182.0,1.Hindus,2.Muslims,3.Sikhs,481.0
2005.0,2013789,1026650,987139,26.14,962.0,50.74,67.39,33.48,939848,764916,174932,1073941,1859972,112802,37659,1693.0,1693.0,1553.0,1516.0,rajasthan,bhilwara,35.0,48,39,0.0,39.0,136,102,34,14,87,0,293,0,1598938.0,1.Hindus,2.Muslims,3.Jains,473.0
2005.0,1674271,886075,788196,38.18,890.0,56.91,70.05,42.03,661457,522482,138975,1012814,1445088,172372,31235,712.0,686.0,485.0,611.0,rajasthan,bikaner,39.0,86,30,0.0,30.0,20,20,0,12,67,0,199,0,1079235.0,1.Hindus,2.Muslims,3.Jains,173.0
2005.0,962620,504818,457802,24.8,907.0,55.57,71.68,37.79,456937,305977,150960,505683,881956,56220,13186,839.0,838.0,733.0,764.0,rajasthan,bundi,20.0,75,41,0.0,41.0,70,58,12,5,105,0,166,0,783058.0,1.Hindus,2.Muslims,3.Jains,178.0
2005.0,1923878,987781,936097,24.6,948.0,66.81,79.69,53.35,853899,587431,266468,1069979,1698106,210446,13882,946.0,925.0,877.0,909.0,rajasthan,churu,19.0,33,18,0.0,18.0,28,19,9,7,60,0,149,0,1387682.0,1.Hindus,2.Muslims,3.Jains,423.0
2005.0,1107643,547791,559852,26.58,1022.0,48.57,66.04,31.77,531376,272283,259093,576267,1068319,23549,12542,854.0,853.0,723.0,819.0,rajasthan,dungarpur,21.0,11,9,0.0,9.0,31,30,1,3,39,0,50,0,1026787.0,1.Hindus,2.Muslims,3.Jains,368.0
2005.0,1789423,955378,834045,27.53,873.0,64.74,75.53,52.44,719792,552559,167233,1069631,1299812,441409,42442,2830.0,2820.0,1817.0,1653.0,rajasthan,ganganagar,59.0,114,45,0.0,45.0,53,47,6,10,58,0,373,0,1336066.0,1.Hindus,2.Sikhs,3.Muslims,654.0
2005.0,5251071,2768203,2482868,35.1,897.0,69.9,82.8,55.52,1864055,1584361,279694,3387016,4629461,515124,73631,2077.0,2077.0,1962.0,1863.0,rajasthan,jaipur,88.0,95,82,0.0,82.0,211,163,48,40,212,5,538,0,2659004.0,1.Hindus,2.Muslims,3.Jains,622.0
2005.0,508247,279101,229146,47.45,821.0,50.97,66.26,32.05,211687,153139,58548,296560,383638,120174,2086,600.0,576.0,183.0,473.0,rajasthan,jaisalmer,7.0,0,2,0.0,2.0,9,4,5,5,16,0,16,0,431853.0,1.Hindus,2.Muslims,3.Sikhs,144.0
2005.0,1180323,612804,567519,23.34,926.0,57.32,73.31,40.02,554781,399386,155395,625542,1087934,78962,11759,1477.0,1476.0,1185.0,1173.0,rajasthan,jhalawar,40.0,87,40,0.0,40.0,68,46,22,6,160,6,199,0,1012081.0,1.Hindus,2.Muslims,3.Jains,214.0
2005.0,2886505,1513890,1372615,33.77,907.0,56.67,72.96,38.64,1105009,829721,275288,1781496,2528049,310114,36694,1058.0,1058.0,911.0,983.0,rajasthan,jodhpur,47.0,102,29,0.0,29.0,75,58,17,16,98,5,221,0,1909423.0,1.Hindus,2.Muslims,3.Jains,462.0
2005.0,1568525,827128,741397,28.52,896.0,73.53,85.23,60.43,541362,420734,120628,1027163,1344633,183716,23259,812.0,811.0,736.0,715.0,rajasthan,kota,44.0,303,40,0.0,40.0,109,93,16,5,154,1,361,0,729948.0,1.Hindus,2.Muslims,3.Jains,225.0
2005.0,2775058,1424967,1350091,29.33,947.0,57.28,74.1,39.67,1129514,844039,285475,1645544,2399173,356405,17478,1480.0,1466.0,1417.0,1417.0,rajasthan,nagaur,38.0,27,33,0.0,33.0,43,40,3,15,169,0,136,0,2297721.0,1.Hindus,2.Muslims,3.Jains,580.0
2005.0,1820251,918856,901395,22.39,981.0,54.39,72.2,36.48,724883,518158,206725,1095368,1677038,114088,25599,936.0,936.0,883.0,906.0,rajasthan,pali,33.0,35,36,0.0,36.0,68,59,9,8,145,1,211,0,1429364.0,1.Hindus,2.Muslims,3.Jains,451.0
2005.0,2287788,1172753,1115035,24.11,951.0,70.47,84.34,56.11,887915,633421,254494,1399873,2019396,261714,4957,986.0,985.0,965.0,945.0,rajasthan,sikar,51.0,46,21,0.0,21.0,68,44,24,12,22,0,137,0,1815250.0,1.Hindus,2.Muslims,3.Jains,470.0
2005.0,851107,437949,413158,30.08,943.0,53.94,69.89,37.15,343905,245762,98143,507202,810765,25439,12427,455.0,454.0,399.0,423.0,rajasthan,sirohi,30.0,24,23,0.0,23.0,24,21,3,4,51,0,104,0,700217.0,1.Hindus,2.Muslims,3.Jains,201.0
2005.0,1211671,626436,585235,24.24,934.0,51.97,70.52,32.15,532682,425230,107452,678989,1062365,124440,23644,1032.0,1031.0,818.0,887.0,rajasthan,tonk,24.0,26,18,0.0,18.0,64,52,12,1,37,1,188,0,958503.0,1.Hindus,2.Muslims,3.Jains,246.0
2005.0,2633312,1336004,1297308,27.37,971.0,58.62,73.62,43.26,1100880,724120,376760,1532432,2449773,88262,83699,2339.0,2337.0,1647.0,2030.0,rajasthan,udaipur,61.0,75,45,0.0,45.0,105,88,17,11,101,1,205,0,2142995.0,1.Hindus,2.Muslims,3.Jains,619.0
2005.0,245040,132917,112123,37.17,844.0,74.67,81.2,66.8,116529,92577,23952,128511,157321,64729,14502,131.0,131.0,125.0,112.0,sikkim,east,5.0,10,8,0.0,8.0,2,1,1,0,8,0,3,0,192188.0,1.Hindus,2.Buddhists,3.Christians,100.0
2005.0,41030,23414,17616,31.32,752.0,67.21,75.69,55.39,23542,17553,5989,17488,22603,16128,1623,53.0,53.0,46.0,42.0,sikkim,north,0.0,2,1,0.0,1.0,0,0,0,0,1,0,0,0,39782.0,1.Buddhists,2.Hindus,3.Christians,44.0
2005.0,131525,68241,63284,33.37,927.0,67.31,74.29,59.72,69693,57367,12326,61832,84213,31109,12757,145.0,145.0,142.0,131.0,sikkim,south,2.0,2,6,0.0,6.0,1,1,0,0,22,0,0,0,127579.0,1.Hindus,2.Buddhists,3.Christians,99.0
2005.0,123256,63912,59344,25.48,929.0,58.8,66.82,50.11,53279,45407,7872,69977,71886,33601,9567,121.0,121.0,115.0,107.0,sikkim,west,1.0,2,3,0.0,3.0,0,0,0,0,7,0,1,0,121432.0,1.Hindus,2.Buddhists,3.Others,86.0
