YEAR,person,Male,Female,growthinpopulation,urban,Personlit_rate,Mlit_Rate,Flit_Rate,Totalworkers,Mainworkers,Marginal workers,Nonworkers,religion1 population,Religion2 Population,religion3poulation,inhabitadevillages,drinkingwater,electricity,primary school,state,District,MURDER,ATTEMPT TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,rural,Religion1,Religion2,religion3name,Medical facility
2006.0,2013789,1026650,987139,26.14,962.0,50.74,67.39,33.48,939848,764916,174932,1073941,1859972,112802,37659,1693.0,1693.0,1553.0,1516.0,rajasthan,bhilwara,36.0,61,40,0.0,40.0,97,76,21,9,81,0,221,0,1598938.0,1.Hindus,2.Muslims,3.Jains,473.0
2006.0,1674271,886075,788196,38.18,890.0,56.91,70.05,42.03,661457,522482,138975,1012814,1445088,172372,31235,712.0,686.0,485.0,611.0,rajasthan,bikaner,35.0,102,29,0.0,29.0,28,27,1,16,63,0,287,0,1079235.0,1.Hindus,2.Muslims,3.Jains,173.0
2006.0,962620,504818,457802,24.8,907.0,55.57,71.68,37.79,456937,305977,150960,505683,881956,56220,13186,839.0,838.0,733.0,764.0,rajasthan,bundi,22.0,52,39,0.0,39.0,64,53,11,5,103,0,260,0,783058.0,1.Hindus,2.Muslims,3.Jains,178.0
2006.0,1923878,987781,936097,24.6,948.0,66.81,79.69,53.35,853899,587431,266468,1069979,1698106,210446,13882,946.0,925.0,877.0,909.0,rajasthan,churu,18.0,22,17,0.0,17.0,19,11,8,10,16,0,183,0,1387682.0,1.Hindus,2.Muslims,3.Jains,423.0
2006.0,1107643,547791,559852,26.58,1022.0,48.57,66.04,31.77,531376,272283,259093,576267,1068319,23549,12542,854.0,853.0,723.0,819.0,rajasthan,dungarpur,23.0,14,18,0.0,18.0,25,20,5,2,64,0,47,0,1026787.0,1.Hindus,2.Muslims,3.Jains,368.0
2006.0,1789423,955378,834045,27.53,873.0,64.74,75.53,52.44,719792,552559,167233,1069631,1299812,441409,42442,2830.0,2820.0,1817.0,1653.0,rajasthan,ganganagar,67.0,101,39,0.0,39.0,38,35,3,16,64,1,457,0,1336066.0,1.Hindus,2.Sikhs,3.Muslims,654.0
2006.0,508247,279101,229146,47.45,821.0,50.97,66.26,32.05,211687,153139,58548,296560,383638,120174,2086,600.0,576.0,183.0,473.0,rajasthan,jaisalmer,4.0,6,1,0.0,1.0,7,3,4,5,14,0,15,1,431853.0,1.Hindus,2.Muslims,3.Sikhs,144.0
2006.0,1180323,612804,567519,23.34,926.0,57.32,73.31,40.02,554781,399386,155395,625542,1087934,78962,11759,1477.0,1476.0,1185.0,1173.0,rajasthan,jhalawar,28.0,80,42,0.0,42.0,66,51,15,10,151,3,189,0,1012081.0,1.Hindus,2.Muslims,3.Jains,214.0
2006.0,2775058,1424967,1350091,29.33,947.0,57.28,74.1,39.67,1129514,844039,285475,1645544,2399173,356405,17478,1480.0,1466.0,1417.0,1417.0,rajasthan,nagaur,56.0,31,35,0.0,35.0,49,37,12,12,193,0,221,0,2297721.0,1.Hindus,2.Muslims,3.Jains,580.0
2006.0,1820251,918856,901395,22.39,981.0,54.39,72.2,36.48,724883,518158,206725,1095368,1677038,114088,25599,936.0,936.0,883.0,906.0,rajasthan,pali,35.0,46,30,0.0,30.0,68,62,6,10,131,1,220,0,1429364.0,1.Hindus,2.Muslims,3.Jains,451.0
2006.0,2287788,1172753,1115035,24.11,951.0,70.47,84.34,56.11,887915,633421,254494,1399873,2019396,261714,4957,986.0,985.0,965.0,945.0,rajasthan,sikar,45.0,34,29,0.0,29.0,60,34,26,9,31,0,165,0,1815250.0,1.Hindus,2.Muslims,3.Jains,470.0
2006.0,851107,437949,413158,30.08,943.0,53.94,69.89,37.15,343905,245762,98143,507202,810765,25439,12427,455.0,454.0,399.0,423.0,rajasthan,sirohi,17.0,20,20,0.0,20.0,26,25,1,7,50,1,99,0,700217.0,1.Hindus,2.Muslims,3.Jains,201.0
2006.0,1211671,626436,585235,24.24,934.0,51.97,70.52,32.15,532682,425230,107452,678989,1062365,124440,23644,1032.0,1031.0,818.0,887.0,rajasthan,tonk,17.0,31,12,0.0,12.0,56,50,6,5,18,2,249,2,958503.0,1.Hindus,2.Muslims,3.Jains,246.0
2006.0,2633312,1336004,1297308,27.37,971.0,58.62,73.62,43.26,1100880,724120,376760,1532432,2449773,88262,83699,2339.0,2337.0,1647.0,2030.0,rajasthan,udaipur,55.0,71,74,0.0,74.0,121,98,23,7,99,1,258,0,2142995.0,1.Hindus,2.Muslims,3.Jains,619.0
2006.0,245040,132917,112123,37.17,844.0,74.67,81.2,66.8,116529,92577,23952,128511,157321,64729,14502,131.0,131.0,125.0,112.0,sikkim,east,10.0,10,10,0.0,10.0,5,4,1,0,6,0,4,0,192188.0,1.Hindus,2.Buddhists,3.Christians,100.0
2006.0,41030,23414,17616,31.32,752.0,67.21,75.69,55.39,23542,17553,5989,17488,22603,16128,1623,53.0,53.0,46.0,42.0,sikkim,north,1.0,1,3,0.0,3.0,0,0,0,0,0,0,0,0,39782.0,1.Buddhists,2.Hindus,3.Christians,44.0
2006.0,131525,68241,63284,33.37,927.0,67.31,74.29,59.72,69693,57367,12326,61832,84213,31109,12757,145.0,145.0,142.0,131.0,sikkim,south,6.0,2,5,0.0,5.0,2,2,0,0,5,0,2,0,127579.0,1.Hindus,2.Buddhists,3.Christians,99.0
2006.0,123256,63912,59344,25.48,929.0,58.8,66.82,50.11,53279,45407,7872,69977,71886,33601,9567,121.0,121.0,115.0,107.0,sikkim,west,4.0,3,2,0.0,2.0,1,1,0,0,3,0,0,0,121432.0,1.Hindus,2.Buddhists,3.Others,86.0
2006.0,307868,159095,148773,10.79,935.0,60.93,70.17,50.99,126761,92570,34191,181107,257834,28180,14848,148.0,148.0,108.0,138.0,tripura,dhalai,21.0,8,16,0.0,16.0,14,8,6,2,19,0,22,0,289001.0,1.Hindus,2.Buddhists,3.Christians,58.0
2006.0,900635,506938,393697,40.33,777.0,81.94,86.14,76.47,340422,328989,11433,560213,707978,145175,35548,23.0,23.0,23.0,18.0,chandigarh,chandigarh,12.0,21,19,0.0,19.0,65,57,8,10,20,13,102,0,92120.0,1.Hindus,2.Sikhs,3.Muslims,18.0
2007.0,1647201,848578,798623,18.53,941.0,56.24,64.83,47.07,517088,408537,108551,1130113,977943,662066,5267,1050.0,1050.0,775.0,967.0,assam,barpeta,40.0,7,83,0.0,83.0,87,81,6,10,16,0,180,0,1520333.0,1.Hindus,2.Muslims,3.Christians,430.0
2007.0,904835,465240,439595,12.23,945.0,59.33,67.67,50.44,293243,233087,60156,611592,535464,348573,18728,881.0,881.0,607.0,805.0,assam,bongaigaon,15.0,2,40,0.0,40.0,45,38,7,5,13,0,124,0,795053.0,1.Hindus,2.Muslims,3.Christians,112.0
2007.0,1444921,743042,701879,18.66,945.0,67.82,75.73,59.41,465734,364814,100920,979187,886761,522051,31306,1020.0,1020.0,741.0,902.0,assam,cachar,61.0,20,58,0.0,58.0,117,105,12,4,30,0,364,0,1243534.0,1.Hindus,2.Muslims,3.Christians,134.0
2007.0,1504320,773861,730459,15.79,944.0,55.44,63.91,46.4,527993,404428,123565,976327,868532,534658,97306,1319.0,1319.0,1032.0,1246.0,assam,darrang,23.0,8,61,0.0,61.0,45,40,5,3,111,1,81,0,1429492.0,1.Hindus,2.Muslims,3.Christians,356.0
2007.0,571944,294643,277301,18.93,941.0,64.48,74.41,53.86,250146,155431,94715,321798,548780,10533,6390,1236.0,1236.0,253.0,1068.0,assam,dhemaji,20.0,19,70,0.0,70.0,42,28,14,0,40,0,121,0,533112.0,1.Hindus,2.Muslims,3.Christians,83.0
2007.0,1637344,841044,796300,23.42,947.0,48.21,55.91,40.04,470360,399201,71159,1166984,1216455,405065,12477,1261.0,1261.0,904.0,1138.0,assam,dhubri,44.0,42,148,0.0,148.0,138,111,27,12,128,0,392,0,1444901.0,1.Hindus,2.Muslims,3.Christians,374.0
2007.0,1185072,613555,571517,12.43,931.0,68.96,77.3,59.95,472419,342708,129711,712653,1075878,53306,45040,1309.0,1309.0,1195.0,1169.0,assam,dibrugarh,112.0,17,55,0.0,55.0,93,2,91,0,29,0,30,0,956634.0,1.Hindus,2.Muslims,3.Christians,263.0
2007.0,822035,420251,401784,23.07,956.0,58.03,64.86,50.85,273925,209928,63997,548110,441516,314157,64662,761.0,761.0,689.0,723.0,assam,goalpara,31.0,5,51,0.0,51.0,51,39,12,4,45,0,105,0,755133.0,1.Hindus,2.Muslims,3.Christians,243.0
2007.0,946279,490286,455993,14.21,930.0,69.38,77.14,60.99,388640,269896,118744,557639,813263,74808,52277,1066.0,1066.0,595.0,769.0,assam,golaghat,80.0,23,64,0.0,64.0,78,58,20,0,50,0,99,0,865141.0,1.Hindus,2.Muslims,3.Christians,87.0
2007.0,542872,280513,262359,20.92,935.0,59.64,68.24,50.46,179881,138216,41665,362991,312849,223191,5424,327.0,327.0,268.0,308.0,assam,hailakandi,27.0,2,26,0.0,26.0,42,30,12,3,15,0,60,0,498787.0,1.Hindus,2.Muslims,3.Christians,110.0
2007.0,999221,517015,482206,15.84,933.0,76.34,83.62,68.49,414348,285092,129256,584873,927858,47658,18610,787.0,787.0,650.0,717.0,assam,jorhat,46.0,14,45,0.0,45.0,70,59,11,3,21,0,55,0,827901.0,1.Hindus,2.Muslims,3.Christians,215.0
2007.0,2522324,1326981,1195343,25.75,901.0,74.16,81.16,66.31,842253,697810,144443,1680071,1836153,625002,44257,1342.0,1342.0,1042.0,1190.0,assam,kamrup,47.0,24,74,0.0,74.0,63,36,27,0,7,0,144,0,1614107.0,1.Hindus,2.Muslims,3.Christians,468.0
2007.0,1007976,517680,490296,21.35,947.0,66.24,74.69,57.28,303294,235016,68278,704682,527214,470708,8746,915.0,915.0,639.0,865.0,assam,karimganj,29.0,19,49,0.0,49.0,40,37,3,13,5,0,82,0,934126.0,1.Hindus,2.Muslims,3.Christians,224.0
2007.0,905764,466191,439573,15.05,943.0,51.63,60.32,42.4,334849,234771,100078,570915,594168,184441,124270,951.0,951.0,704.0,906.0,assam,kokrajhar,41.0,8,42,0.0,42.0,47,38,9,1,35,0,82,0,841823.0,1.Hindus,2.Muslims,3.Christians,211.0
2007.0,889010,455691,433319,18.34,951.0,68.56,77.06,59.59,497745,288052,209693,391265,702881,143505,36667,1139.0,1139.0,680.0,1046.0,assam,lakhimpur,41.0,18,62,0.0,62.0,84,82,2,0,47,0,147,0,823857.0,1.Hindus,2.Muslims,3.Christians,211.0
2007.0,2314629,1190950,1123679,22.3,944.0,61.73,68.27,54.74,727641,566195,161446,1586988,1180267,1106354,21473,1375.0,1374.0,1190.0,1257.0,assam,nagaon,92.0,49,114,0.0,114.0,208,203,5,11,5,9,225,0,2036342.0,1.Hindus,2.Muslims,3.Christians,480.0
2007.0,1148824,592375,556449,11.98,939.0,67.23,76.56,57.26,383932,291665,92267,764892,873749,253842,18495,798.0,798.0,733.0,769.0,assam,nalbari,21.0,15,12,0.0,12.0,32,22,10,3,18,0,32,0,1121338.0,1.Hindus,2.Muslims,3.Christians,179.0
2007.0,1051736,545476,506260,15.95,928.0,74.47,81.53,66.81,430523,287319,143204,621213,927706,85761,28488,866.0,866.0,772.0,825.0,assam,sibsagar,78.0,43,53,0.0,53.0,54,43,11,0,24,0,104,0,954557.0,1.Hindus,2.Muslims,3.Christians,317.0
2007.0,1681513,871568,809945,17.8,929.0,59.0,67.54,49.73,634723,465283,169440,1046790,1287646,268078,115623,1784.0,1784.0,1331.0,1372.0,assam,sonitpur,102.0,16,70,0.0,70.0,80,75,5,8,20,0,155,0,1505719.0,1.Hindus,2.Muslims,3.Christians,235.0
2007.0,1150062,601099,548963,19.52,913.0,60.95,70.15,50.78,466351,349847,116504,683711,1029142,62403,40000,1107.0,1107.0,871.0,936.0,assam,tinsukia,143.0,6,57,0.0,57.0,91,76,15,0,9,0,92,0,926105.0,1.Hindus,2.Muslims,3.Christians,198.0
2007.0,2158608,1128105,1030503,31.84,913.0,35.01,46.38,22.37,853445,657446,195999,1305163,1263766,887972,2504,713.0,713.0,129.0,552.0,bihar,araria,48.0,185,47,0.0,47.0,27,5,22,11,51,0,86,0,2026257.0,1.Hindus,2.Muslims,3.Jains,60.0
2007.0,2013055,1040945,972110,30.19,934.0,57.03,71.13,41.9,671011,476390,194621,1342044,1814612,196030,1161,1739.0,1739.0,527.0,1148.0,bihar,aurangabad,68.0,12,30,0.0,30.0,35,28,7,36,25,0,30,0,1842998.0,1.Hindus,2.Muslims,3.Religion not stated,270.0
2007.0,2349366,1228874,1120492,29.11,912.0,47.98,59.13,35.64,746075,571564,174511,1603291,2033039,313713,1224,729.0,729.0,457.0,503.0,bihar,begusarai,100.0,145,25,0.0,25.0,85,38,47,43,15,0,34,0,2241743.0,1.Hindus,2.Muslims,3.Religion not stated,167.0
2007.0,2423172,1291658,1131514,27.24,876.0,49.5,59.22,38.13,855345,580731,274614,1567827,1990976,423246,1853,935.0,935.0,445.0,642.0,bihar,bhagalpur,92.0,85,25,0.0,25.0,76,59,17,21,33,2,16,0,1970745.0,1.Hindus,2.Muslims,3.Christians,229.0
2007.0,2243144,1179611,1063533,24.58,902.0,58.96,74.29,41.8,653811,491916,161895,1589333,2076589,163193,913,999.0,999.0,247.0,885.0,bihar,bhojpur,112.0,133,41,0.0,41.0,57,40,17,42,60,0,83,0,1930730.0,1.Hindus,2.Muslims,3.Religion not stated,133.0
2007.0,3295789,1722189,1573600,30.85,914.0,44.33,56.72,30.78,1028558,761464,267094,2267231,2543284,748971,2245,1083.0,1083.0,490.0,850.0,bihar,darbhanga,72.0,109,47,0.0,47.0,91,60,31,39,41,0,59,0,3028441.0,1.Hindus,2.Muslims,3.Religion not stated,271.0
2007.0,3473428,1792163,1681265,30.19,938.0,50.45,63.27,36.66,1277639,994459,283180,2195789,3063841,403439,1622,2680.0,2680.0,539.0,1635.0,bihar,gaya,157.0,170,28,0.0,28.0,59,55,4,74,15,0,15,0,2997479.0,1.Hindus,2.Muslims,3.Religion not stated,278.0
2007.0,2152638,1075710,1076928,26.11,1001.0,47.48,62.96,32.16,641672,466811,174861,1510966,1784275,367219,850,1383.0,1383.0,439.0,866.0,bihar,gopalganj,48.0,79,9,0.0,9.0,21,14,7,22,15,0,46,0,2022048.0,1.Hindus,2.Muslims,3.Religion not stated,261.0
2007.0,1514315,784946,729369,28.64,929.0,55.26,70.07,39.37,580905,422789,158116,933410,1389053,124149,743,856.0,856.0,219.0,672.0,bihar,jehanabad,40.0,16,7,0.0,7.0,27,18,9,19,7,0,24,0,1402703.0,1.Hindus,2.Muslims,3.Religion not stated,123.0
2007.0,2392638,1246872,1145766,30.91,919.0,35.09,45.31,23.8,898326,664259,234067,1494312,1363523,1017495,4994,1290.0,1290.0,277.0,785.0,bihar,katihar,71.0,50,149,0.0,149.0,135,90,45,14,25,0,27,0,2174361.0,1.Hindus,2.Muslims,3.Christians,248.0
2007.0,1280354,679267,601087,29.32,885.0,41.35,51.82,29.35,467240,333262,133978,813114,1147346,131441,546,241.0,241.0,114.0,220.0,bihar,khagaria,48.0,70,21,0.0,21.0,44,14,30,14,15,0,12,0,1204027.0,1.Hindus,2.Muslims,3.Others,124.0
2007.0,1296348,669552,626796,31.5,936.0,31.09,42.71,18.63,417151,359819,57332,879197,876105,412995,2856,730.0,730.0,116.0,442.0,bihar,kishanganj,23.0,12,53,0.0,53.0,65,40,25,8,25,0,18,0,1167340.0,1.Muslims,2.Hindus,3.Christians,120.0
2007.0,1526646,797180,729466,29.45,915.0,36.07,48.8,22.11,683976,498367,185609,842670,1351978,173605,494,384.0,384.0,168.0,311.0,bihar,madhepura,65.0,18,32,0.0,32.0,36,21,15,7,3,0,18,4,1458679.0,1.Hindus,2.Muslims,3.Religion not stated,141.0
2007.0,3575281,1840997,1734284,26.08,942.0,41.97,56.79,26.25,1227723,877412,350311,2347558,2930501,641579,1477,1034.0,1034.0,437.0,901.0,bihar,madhubani,76.0,176,47,0.0,47.0,71,46,25,27,36,0,29,0,3450736.0,1.Hindus,2.Muslims,3.Religion not stated,232.0
2007.0,1137797,607730,530067,20.34,872.0,59.47,69.89,47.4,331451,233688,97763,806346,1045233,89791,1135,525.0,525.0,321.0,382.0,bihar,munger,76.0,63,25,0.0,25.0,52,26,26,10,0,0,52,0,819950.0,1.Hindus,2.Muslims,3.Christians,149.0
2007.0,3746714,1951466,1795248,26.74,920.0,47.95,59.1,35.81,1139830,895830,244000,2606884,3168225,573951,2104,1725.0,1725.0,1021.0,1423.0,bihar,muzaffarpur,143.0,26,77,0.0,77.0,169,64,105,93,12,0,87,0,3398361.0,1.Hindus,2.Muslims,3.Religion not stated,526.0
2007.0,2370528,1238599,1131929,18.64,914.0,53.19,66.44,38.58,903144,700007,203137,1467384,2191552,176871,888,1000.0,1000.0,366.0,879.0,bihar,nalanda,102.0,62,14,0.0,14.0,105,51,54,57,33,0,104,0,2016899.0,1.Hindus,2.Muslims,3.Religion not stated,198.0
2007.0,4718592,2519942,2198650,30.17,873.0,62.92,73.34,50.83,1425647,1161984,263663,3292945,4333556,366164,8951,1288.0,1288.0,615.0,1199.0,bihar,patna,317.0,115,74,0.0,74.0,313,65,248,80,19,0,296,0,2757060.0,1.Hindus,2.Muslims,3.Christians,390.0
2007.0,2450748,1283485,1167263,27.71,909.0,61.29,75.31,45.71,744183,544731,199452,1706565,2199049,246760,2549,1710.0,1710.0,493.0,1185.0,bihar,rohtas,89.0,207,23,0.0,23.0,29,26,3,58,21,0,34,0,2123942.0,1.Hindus,2.Muslims,3.Sikhs,153.0
2007.0,1508182,789432,718750,33.03,910.0,39.08,51.66,25.27,589467,411566,177901,918715,1289364,217922,437,441.0,441.0,127.0,374.0,bihar,saharsa,50.0,123,17,0.0,17.0,35,4,31,14,31,0,22,0,1383015.0,1.Hindus,2.Muslims,3.Christians,63.0
2007.0,3394793,1760692,1634101,25.63,928.0,45.13,57.59,31.67,1071974,843356,228618,2322819,3035755,355897,1432,1122.0,1122.0,674.0,878.0,bihar,samastipur,78.0,205,54,0.0,54.0,98,29,69,55,11,7,42,25,3271338.0,1.Hindus,2.Muslims,3.Religion not stated,195.0
2007.0,3248701,1652661,1596040,26.37,966.0,51.8,67.3,35.82,860940,644618,216322,2387761,2909213,337767,758,1566.0,1566.0,544.0,1213.0,bihar,saran,112.0,345,57,0.0,57.0,41,30,11,47,4,0,39,0,2950064.0,1.Hindus,2.Muslims,3.Religion not stated,342.0
2007.0,2682720,1417611,1265109,32.58,892.0,38.46,49.36,26.13,855156,714136,141020,1827564,2111476,568992,1237,802.0,802.0,302.0,709.0,bihar,sitamarhi,55.0,14,12,0.0,12.0,52,43,9,30,13,0,30,22,2529407.0,1.Hindus,2.Muslims,3.Religion not stated,216.0
2007.0,2714349,1336283,1378066,24.78,1031.0,51.65,67.26,36.88,730437,511578,218859,1983912,2218632,494176,899,1438.0,1438.0,441.0,1119.0,bihar,siwan,80.0,61,17,0.0,17.0,75,21,54,32,9,2,45,0,2564860.0,1.Hindus,2.Muslims,3.Religion not stated,254.0
2007.0,2718421,1415603,1302818,26.39,920.0,50.49,63.23,36.58,782717,624452,158265,1935704,2457636,259158,922,1414.0,1414.0,970.0,929.0,bihar,vaishali,120.0,35,23,0.0,23.0,131,74,57,68,46,0,36,0,2531766.0,1.Hindus,2.Muslims,3.Religion not stated,154.0
2007.0,1998355,1013875,984480,17.59,971.0,63.51,78.43,48.17,857577,630504,227073,1140778,1904580,45342,19325,1579.0,1545.0,1494.0,1426.0,chhattisgarh,bilaspur,93.0,43,61,0.0,61.0,22,22,0,26,179,8,129,0,1511661.0,1.Hindus,2.Muslims,3.Others,452.0
2007.0,2810436,1417893,1392543,16.88,982.0,75.62,86.43,64.64,1162833,965624,197209,1647603,2654202,70398,23399,1776.0,1762.0,1737.0,1698.0,chhattisgarh,durg,76.0,47,119,0.0,119.0,35,22,13,14,200,13,101,0,1738127.0,1.Hindus,2.Muslims,3.Sikhs,669.0
2007.0,1265529,634597,630932,18.68,994.0,70.16,82.7,57.62,601564,430725,170839,663965,1212180,36098,12637,1433.0,1410.0,1385.0,1350.0,chhattisgarh,raigarh,62.0,30,55,0.0,55.0,7,7,0,7,86,12,33,0,1096073.0,1.Hindus,2.Christians,3.Muslims,279.0
2007.0,3016930,1523925,1493005,18.97,980.0,68.51,81.97,54.81,1264663,961507,303156,1752267,2881933,77963,16857,2124.0,2101.0,1955.0,1987.0,chhattisgarh,raipur,110.0,77,120,0.0,120.0,53,39,14,15,253,28,131,0,2099312.0,1.Hindus,2.Muslims,3.Christians,696.0
2007.0,1283224,634342,648882,17.7,1023.0,77.21,87.17,67.55,649401,558996,90405,633823,1215492,28020,21035,1605.0,1595.0,1550.0,1484.0,chhattisgarh,rajnandgaon,44.0,25,54,0.0,54.0,16,11,5,8,78,6,59,0,1051577.0,1.Hindus,2.Buddhists,3.Muslims,343.0
2007.0,1393918,701593,692325,6.45,987.0,66.09,76.44,55.78,600819,470043,130776,793099,1307460,83077,2309,615.0,614.0,615.0,614.0,gujarat,amreli,30.0,13,7,0.0,7.0,49,49,0,0,20,0,162,0,1080960.0,1.Hindus,2.Muslims,3.Jains,383.0
2007.0,1856872,972000,884872,13.03,910.0,74.51,86.09,61.94,784711,617669,167042,1072161,1616127,199263,29461,350.0,350.0,350.0,350.0,gujarat,anand,26.0,7,10,0.0,10.0,59,53,6,0,22,2,170,0,1348901.0,1.Hindus,2.Muslims,3.Christians,301.0
2007.0,1370656,713676,656980,19.32,921.0,74.41,82.98,65.11,570693,469551,101142,799963,1059796,293459,8824,657.0,657.0,656.0,644.0,gujarat,bharuch,38.0,10,8,0.0,8.0,15,14,1,0,18,4,68,0,1018096.0,1.Hindus,2.Muslims,3.Christians,403.0
2007.0,2469630,1274920,1194710,19.29,937.0,66.2,78.02,53.73,944559,781166,163393,1525071,2264062,172740,28921,790.0,790.0,789.0,786.0,gujarat,bhavnagar,43.0,37,18,0.0,18.0,104,90,14,1,94,35,280,0,1534592.0,1.Hindus,2.Muslims,3.Jains,526.0
2007.0,1334455,697999,636456,23.88,912.0,76.59,87.74,64.58,554336,467413,86923,780119,1269766,50559,7769,291.0,291.0,291.0,290.0,gujarat,gandhinagar,19.0,12,12,0.0,12.0,24,17,7,1,17,2,170,0,867195.0,1.Hindus,2.Muslims,3.Jains,244.0
2007.0,1904278,981320,922958,22.39,941.0,66.48,76.25,56.18,734382,624057,110325,1169896,1605941,270223,21907,698.0,695.0,666.0,666.0,gujarat,jamnagar,41.0,34,11,0.0,11.0,22,21,1,0,15,4,245,0,1068022.0,1.Hindus,2.Muslims,3.Jains,286.0
2007.0,2448173,1252350,1195823,17.08,955.0,67.78,78.74,56.43,1000842,785530,215312,1447331,2165734,274481,4291,923.0,922.0,901.0,858.0,gujarat,junagadh,46.0,15,13,0.0,13.0,56,46,10,1,42,11,419,0,1736645.0,1.Hindus,2.Muslims,3.Jains,803.0
2007.0,514404,263986,250418,14.4,949.0,59.86,72.44,46.61,259116,176372,82744,255288,482552,20429,5122,552.0,552.0,530.0,515.0,gujarat,narmada,15.0,2,6,0.0,6.0,4,4,0,0,8,0,13,0,462298.0,1.Hindus,2.Muslims,3.Christians,324.0
2007.0,1229463,628988,600475,13.22,955.0,75.83,82.77,68.61,545215,457002,88213,684248,1135525,69972,13575,374.0,374.0,374.0,368.0,gujarat,navsari,26.0,5,2,0.0,2.0,14,11,3,0,3,0,23,0,893110.0,1.Hindus,2.Muslims,3.Jains,268.0
2007.0,1182709,612100,570609,14.08,932.0,60.36,73.63,46.33,533078,395470,137608,649631,1057013,119748,5136,517.0,516.0,517.0,514.0,gujarat,patan,18.0,14,6,0.0,6.0,43,41,2,0,33,0,178,0,944281.0,1.Hindus,2.Muslims,3.Jains,265.0
2007.0,536835,275821,261014,14.35,946.0,68.62,78.36,58.42,215134,173594,41540,321701,507176,28404,589,182.0,182.0,155.0,156.0,gujarat,porbandar,6.0,2,1,0.0,1.0,8,7,1,0,4,0,59,0,275460.0,1.Hindus,2.Muslims,3.Jains,130.0
2007.0,1515148,787650,727498,25.34,924.0,61.61,74.19,48.1,647609,512038,135571,867539,1392451,97846,22721,650.0,649.0,650.0,648.0,gujarat,surendranagar,22.0,16,17,0.0,17.0,29,28,1,0,48,5,119,0,1112700.0,1.Hindus,2.Muslims,3.Jains,170.0
2007.0,1410553,734799,675754,29.66,920.0,69.15,77.9,59.62,650257,503333,146924,760296,1300005,66440,15399,450.0,450.0,425.0,449.0,gujarat,valsad,39.0,11,8,0.0,8.0,5,2,3,0,6,0,25,0,1029392.0,1.Hindus,2.Muslims,3.Christians,303.0
2007.0,1014411,542977,471434,25.69,868.0,75.31,82.31,67.39,324521,275648,48873,689890,856193,132463,17263,482.0,482.0,479.0,432.0,haryana,ambala,39.0,12,23,0.0,23.0,15,10,5,16,11,15,154,0,657383.0,1.Hindus,2.Sikhs,3.Muslims,204.0
2007.0,1425022,758253,666769,22.45,879.0,67.45,80.26,53.0,609320,425210,184110,815702,1407363,12740,2542,437.0,437.0,437.0,429.0,haryana,bhiwani,62.0,22,17,0.0,17.0,32,23,9,17,23,15,128,0,1154629.0,1.Hindus,2.Muslims,3.Sikhs,252.0
2007.0,2194586,1193063,1001523,48.47,839.0,70.03,81.52,56.31,785762,609663,176099,1408824,1896698,247293,36005,413.0,413.0,413.0,376.0,haryana,faridabad,65.0,36,37,0.0,37.0,154,117,37,19,23,0,167,0,973242.0,1.Hindus,2.Muslims,3.Sikhs,188.0
2007.0,1660289,886451,773838,44.64,873.0,62.91,76.17,47.78,629658,464644,165014,1030631,1026542,617918,6672,694.0,694.0,693.0,642.0,haryana,gurgaon,93.0,58,40,0.0,40.0,111,75,36,17,36,43,122,0,1291285.0,1.Hindus,2.Muslims,3.Sikhs,203.0
2007.0,1189827,642282,547545,21.35,852.0,62.12,73.82,48.51,521946,372049,149897,667881,1134539,29159,20618,306.0,306.0,306.0,300.0,haryana,jind,34.0,38,19,0.0,19.0,24,18,6,12,14,15,95,0,948250.0,1.Hindus,2.Sikhs,3.Muslims,247.0
2007.0,946131,510513,435618,20.95,853.0,59.02,69.15,47.31,372011,268127,103884,574120,848765,88700,6777,270.0,270.0,270.0,261.0,haryana,kaithal,32.0,15,14,0.0,14.0,16,10,6,14,26,0,178,0,762649.0,1.Hindus,2.Sikhs,3.Muslims,160.0
2007.0,1274183,683368,590815,23.13,865.0,67.74,76.29,57.97,455455,355466,99989,818728,1125279,123160,22614,422.0,422.0,422.0,385.0,haryana,karnal,53.0,22,47,0.0,47.0,26,13,13,13,28,0,169,0,936341.0,1.Hindus,2.Sikhs,3.Muslims,186.0
2007.0,825454,442328,383126,23.72,866.0,69.88,78.06,60.61,308392,250596,57796,517062,675381,135545,12028,407.0,402.0,406.0,385.0,haryana,kurukshetra,27.0,19,21,0.0,21.0,18,13,5,11,11,16,99,0,609943.0,1.Hindus,2.Sikhs,3.Muslims,179.0
2007.0,812521,423578,388943,19.09,918.0,69.89,84.72,54.08,351864,204704,147160,460657,805991,3434,2026,368.0,368.0,368.0,350.0,haryana,mahendragarh,28.0,14,10,0.0,10.0,25,22,3,14,17,0,47,0,702885.0,1.Hindus,2.Muslims,3.Sikhs,190.0
